"time","load_power_statistics","load_transparency","price_day_ahead"
2018-01-01 00:00:00,45313.9081633,43803,28.32
2018-01-01 01:00:00,44142.3469388,43342,10.07
2018-01-01 02:00:00,42825.4285714,42531,-4.08
2018-01-01 03:00:00,42276.4693878,41524,-9.91
2018-01-01 04:00:00,42205.5510204,41555,-7.41
2018-01-01 05:00:00,41956.8979592,41743,-12.55
2018-01-01 06:00:00,41102.6836735,40955,-17.25
2018-01-01 07:00:00,41524.1428571,41258,-15.07
2018-01-01 08:00:00,42384.0612245,42078,-4.93
2018-01-01 09:00:00,44587.6326531,44525,-6.33
2018-01-01 10:00:00,47347.3265306,46875,-4.93
2018-01-01 11:00:00,50052.8163265,49419,0.45
2018-01-01 12:00:00,51191.3367347,51191,0.12
2018-01-01 13:00:00,50203.9285714,50351,-0.02
2018-01-01 14:00:00,49271.9897959,49115,0
2018-01-01 15:00:00,49479.5612245,48649,-0.03
2018-01-01 16:00:00,51626,50695,1.97
2018-01-01 17:00:00,55181.1836735,54018,9.06
2018-01-01 18:00:00,56019.1938776,54788,0.07
2018-01-01 19:00:00,54557.1632653,53387,-4.97
2018-01-01 20:00:00,51957.5306122,50899,-6.98
2018-01-01 21:00:00,50253.2244898,49527,-24.93
2018-01-01 22:00:00,49510.6428571,48723,-4.87
2018-01-01 23:00:00,46437.8979592,45479,-28.93
2018-01-02 00:00:00,43401.6938776,42798,-33.57
2018-01-02 01:00:00,41505.755102,41014,-45.92
2018-01-02 02:00:00,40825.3469388,40423,-48.29
2018-01-02 03:00:00,41174.0714286,40758,-44.99
2018-01-02 04:00:00,42762.2142857,42123,-48.93
2018-01-02 05:00:00,46416.744898,45286,-29.91
2018-01-02 06:00:00,53270.9183673,51738,-0.01
2018-01-02 07:00:00,59575.4285714,58220,37.43
2018-01-02 08:00:00,63559.4183673,62178,48.06
2018-01-02 09:00:00,65474.0408163,64201,50.74
2018-01-02 10:00:00,67298.0306122,65935,47.57
2018-01-02 11:00:00,68870.4897959,67137,43.94
2018-01-02 12:00:00,69242.4795918,67956,40.97
2018-01-02 13:00:00,68485.7142857,67244,44.95
2018-01-02 14:00:00,67397.3571429,65967,49.64
2018-01-02 15:00:00,67080.7755102,65091,53.67
2018-01-02 16:00:00,68223.2755102,65969,56.01
2018-01-02 17:00:00,71119.5816327,68554,56.95
2018-01-02 18:00:00,70815.8469388,68302,62.08
2018-01-02 19:00:00,69242.3265306,66963,62.11
2018-01-02 20:00:00,65286.7653061,62769,57.99
2018-01-02 21:00:00,61848.1428571,59450,55.64
2018-01-02 22:00:00,59518.5306122,57536,55.13
2018-01-02 23:00:00,55391.244898,53711,50.76
2018-01-03 00:00:00,52325.2040816,51100,42.91
2018-01-03 01:00:00,50384.0306122,49551,45.22
2018-01-03 02:00:00,49573.2142857,49102,45.63
2018-01-03 03:00:00,50260.9387755,49728,44
2018-01-03 04:00:00,51975.7755102,51321,43.88
2018-01-03 05:00:00,54872.0102041,54319,45.92
2018-01-03 06:00:00,60935.4183673,60554,51.07
2018-01-03 07:00:00,66280.5612245,65454,52.77
2018-01-03 08:00:00,69929.6428571,68919,62.89
2018-01-03 09:00:00,71290.1530612,70505,60.03
2018-01-03 10:00:00,72605.755102,71783,58.19
2018-01-03 11:00:00,73709.5102041,73236,62.99
2018-01-03 12:00:00,73442.9489796,72869,63.52
2018-01-03 13:00:00,72620.1326531,71987,64.67
2018-01-03 14:00:00,71075.8877551,70760,65.24
2018-01-03 15:00:00,70668.9591837,69826,67.76
2018-01-03 16:00:00,72047.3469388,70932,68.41
2018-01-03 17:00:00,74987.255102,73381,69.55
2018-01-03 18:00:00,74710.6326531,73109,67.28
2018-01-03 19:00:00,72577.9183673,70833,69.46
2018-01-03 20:00:00,68546.1530612,67109,68.38
2018-01-03 21:00:00,65267.9591837,64206,61.72
2018-01-03 22:00:00,62405.9081633,61907,53.72
2018-01-03 23:00:00,58298.877551,57676,49.98
2018-01-04 00:00:00,54847.6836735,53759,50.73
2018-01-04 01:00:00,52396.4897959,51792,47.11
2018-01-04 02:00:00,51204.6428571,50573,47.07
2018-01-04 03:00:00,51551.5102041,50908,46.94
2018-01-04 04:00:00,52518.4591837,51866,47
2018-01-04 05:00:00,55094.9387755,54039,46.91
2018-01-04 06:00:00,60850,59144,49.59
2018-01-04 07:00:00,66534,65025,55.32
2018-01-04 08:00:00,69664.8265306,67883,55.78
2018-01-04 09:00:00,70708.2040816,67933,55.52
2018-01-04 10:00:00,71846.755102,69344,55.23
2018-01-04 11:00:00,72974.8163265,70346,53.58
2018-01-04 12:00:00,72859.6734694,70196,51.74
2018-01-04 13:00:00,71909.6530612,69297,51.6
2018-01-04 14:00:00,70594.5918367,67833,51.41
2018-01-04 15:00:00,70311.5714286,67076,51.69
2018-01-04 16:00:00,71464.9081633,67481,52.59
2018-01-04 17:00:00,73192.8571429,69235,54.66
2018-01-04 18:00:00,72385.8469388,68620,54.1
2018-01-04 19:00:00,70585.0816327,67306,51.89
2018-01-04 20:00:00,66784.4795918,64932,46.58
2018-01-04 21:00:00,63606.9081633,62114,45.43
2018-01-04 22:00:00,60963.8877551,60907,43.96
2018-01-04 23:00:00,56753.8061224,56469,31.41
2018-01-05 00:00:00,53445.0612245,53007,26.9
2018-01-05 01:00:00,51493.0510204,51052,25.12
2018-01-05 02:00:00,51033.4897959,50193,24.12
2018-01-05 03:00:00,51475.3367347,50254,22.04
2018-01-05 04:00:00,52721.3673469,51466,18.37
2018-01-05 05:00:00,54946.6428571,53772,22.09
2018-01-05 06:00:00,60986.7142857,59162,23.35
2018-01-05 07:00:00,66899.255102,65152,28.76
2018-01-05 08:00:00,70003.3061224,67526,36.63
2018-01-05 09:00:00,70871.3163265,68061,40.46
2018-01-05 10:00:00,71684.9387755,68549,45.85
2018-01-05 11:00:00,72619.1428571,69842,49.8
2018-01-05 12:00:00,72003.5102041,70330,51.36
2018-01-05 13:00:00,70538.244898,68462,51.74
2018-01-05 14:00:00,69048.8265306,66523,51.92
2018-01-05 15:00:00,68208.3673469,65261,53.22
2018-01-05 16:00:00,69035.377551,65634,56.62
2018-01-05 17:00:00,71103.0510204,67523,56.92
2018-01-05 18:00:00,70643.7857143,67076,61.64
2018-01-05 19:00:00,68452.5714286,65179,59.44
2018-01-05 20:00:00,64427.5306122,61090,52.75
2018-01-05 21:00:00,61005.1632653,57422,51.9
2018-01-05 22:00:00,58729.2755102,56204,51.38
2018-01-05 23:00:00,54906.755102,53190,49.96
2018-01-06 00:00:00,51112.8979592,49685,50.29
2018-01-06 01:00:00,48706.5408163,46993,47.72
2018-01-06 02:00:00,47216.0306122,45171,48.38
2018-01-06 03:00:00,47014.2142857,44989,48.02
2018-01-06 04:00:00,47087.5,45225,44.23
2018-01-06 05:00:00,46935.1122449,45127,47.17
2018-01-06 06:00:00,47218.3979592,45711,48.19
2018-01-06 07:00:00,50007.1020408,48487,49.11
2018-01-06 08:00:00,53225.6734694,51003,50.44
2018-01-06 09:00:00,56181.6020408,54178,53.4
2018-01-06 10:00:00,58139.1428571,56040,56.55
2018-01-06 11:00:00,59738.1326531,57620,60.02
2018-01-06 12:00:00,59507.377551,57914,60.22
2018-01-06 13:00:00,57963.6938776,56619,55
2018-01-06 14:00:00,56516.7959184,55078,52.39
2018-01-06 15:00:00,56338.8877551,54709,51.57
2018-01-06 16:00:00,58062.6020408,56561,54.71
2018-01-06 17:00:00,61618.5,59911,63.43
2018-01-06 18:00:00,62302.5102041,60536,67.37
2018-01-06 19:00:00,60628.1836735,58895,67.2
2018-01-06 20:00:00,57022.755102,55364,66.03
2018-01-06 21:00:00,54761.4795918,52726,55.36
2018-01-06 22:00:00,53960.8469388,51558,58.59
2018-01-06 23:00:00,50498.8469388,48433,53.7
2018-01-07 00:00:00,47264.1734694,45179,46.03
2018-01-07 01:00:00,45060.0714286,43118,47.98
2018-01-07 02:00:00,44040.9795918,42357,47.84
2018-01-07 03:00:00,43704.9489796,42219,46.11
2018-01-07 04:00:00,43692.255102,42342,46.08
2018-01-07 05:00:00,43327.3163265,41769,47.62
2018-01-07 06:00:00,42864.744898,40866,55.77
2018-01-07 07:00:00,44877.1530612,42762,68.61
2018-01-07 08:00:00,47886.2653061,46215,74.15
2018-01-07 09:00:00,51600.0714286,50251,74.93
2018-01-07 10:00:00,54305.5816327,53127,73.59
2018-01-07 11:00:00,57074.122449,56511,71.23
2018-01-07 12:00:00,57403.7857143,56345,68.79
2018-01-07 13:00:00,56113.377551,55076,66.75
2018-01-07 14:00:00,54658.4489796,53042,62.47
2018-01-07 15:00:00,54326.5204082,52664,53.25
2018-01-07 16:00:00,56533.9591837,54687,53.26
2018-01-07 17:00:00,60959.6938776,59529,53.42
2018-01-07 18:00:00,62250.1122449,60747,47.91
2018-01-07 19:00:00,60650.2244898,59196,42.05
2018-01-07 20:00:00,58019.5204082,56689,40.96
2018-01-07 21:00:00,56343.7244898,54604,32.04
2018-01-07 22:00:00,56069.4795918,54961,20.82
2018-01-07 23:00:00,52996.3163265,51520,1.84
2018-01-08 00:00:00,49860.877551,48730,17.94
2018-01-08 01:00:00,48114.4591837,47004,20.91
2018-01-08 02:00:00,47621.5204082,46505,7.78
2018-01-08 03:00:00,47992.7040816,47359,14.33
2018-01-08 04:00:00,49478.3265306,48723,18.56
2018-01-08 05:00:00,53891.9285714,52970,18.57
2018-01-08 06:00:00,63361.3673469,61496,35.81
2018-01-08 07:00:00,70679.7346939,68228,43.87
2018-01-08 08:00:00,73769.4081633,71300,46.93
2018-01-08 09:00:00,74097.7755102,72363,43.88
2018-01-08 10:00:00,74772.8469388,73188,43.85
2018-01-08 11:00:00,75373.5714286,73408,46.74
2018-01-08 12:00:00,75018.3979592,72942,43.94
2018-01-08 13:00:00,74393.8979592,72361,43.21
2018-01-08 14:00:00,73171.5918367,71793,43.81
2018-01-08 15:00:00,72998.5816327,71348,45.6
2018-01-08 16:00:00,74307.4183673,72001,35.21
2018-01-08 17:00:00,77797.4897959,75800,45.64
2018-01-08 18:00:00,77558.1428571,75254,45.63
2018-01-08 19:00:00,75602.0408163,73180,37.94
2018-01-08 20:00:00,71305.4285714,68603,39.53
2018-01-08 21:00:00,67702.1632653,65290,35.97
2018-01-08 22:00:00,64583.7142857,63008,29.72
2018-01-08 23:00:00,59984.2755102,57882,22.55
2018-01-09 00:00:00,57029.5204082,54648,20.04
2018-01-09 01:00:00,55054.3061224,52810,7.24
2018-01-09 02:00:00,54297.7857143,52100,3.43
2018-01-09 03:00:00,54680.4591837,52590,10.04
2018-01-09 04:00:00,56184.6836735,54241,14.2
2018-01-09 05:00:00,59629.6530612,57027,25.41
2018-01-09 06:00:00,67641.0816327,64691,36.98
2018-01-09 07:00:00,74222.244898,71352,43.89
2018-01-09 08:00:00,76211.622449,73454,50.98
2018-01-09 09:00:00,75748.255102,72856,50.3
2018-01-09 10:00:00,76329.2755102,73062,50.21
2018-01-09 11:00:00,76703.3061224,73164,45.8
2018-01-09 12:00:00,76217.1632653,72736,43.64
2018-01-09 13:00:00,75600.0918367,72091,43.49
2018-01-09 14:00:00,74445.8571429,70771,45.05
2018-01-09 15:00:00,74008.377551,69766,49.95
2018-01-09 16:00:00,74804.3367347,70217,53.82
2018-01-09 17:00:00,78063.3367347,73285,55.94
2018-01-09 18:00:00,77421.622449,73092,54.19
2018-01-09 19:00:00,75020.7857143,71270,54.19
2018-01-09 20:00:00,70683.5306122,67030,52.98
2018-01-09 21:00:00,66957.6020408,64123,51.68
2018-01-09 22:00:00,63897.2857143,61203,48.95
2018-01-09 23:00:00,59111.0714286,57160,47.63
2018-01-10 00:00:00,55378.0816327,53403,46.48
2018-01-10 01:00:00,53119.8265306,51011,49.08
2018-01-10 02:00:00,52013.1326531,49338,47.11
2018-01-10 03:00:00,52092.9897959,49509,48.8
2018-01-10 04:00:00,53288.6428571,50769,48.5
2018-01-10 05:00:00,56916.5306122,54616,49.8
2018-01-10 06:00:00,64880.8163265,62384,56.97
2018-01-10 07:00:00,71714.5918367,67934,72.6
2018-01-10 08:00:00,73767.3367347,69790,81.17
2018-01-10 09:00:00,73447.3061224,69409,81.79
2018-01-10 10:00:00,73569.8979592,69428,81.15
2018-01-10 11:00:00,73748.6020408,70045,80
2018-01-10 12:00:00,72817.0612245,69254,76.39
2018-01-10 13:00:00,71972.2142857,68687,75
2018-01-10 14:00:00,71247.3061224,68518,76.06
2018-01-10 15:00:00,71121.4489796,68002,75.4
2018-01-10 16:00:00,72051.4489796,68176,76.78
2018-01-10 17:00:00,75424.3877551,70692,83.45
2018-01-10 18:00:00,75018.5102041,70673,85.15
2018-01-10 19:00:00,73204.8979592,69945,78.16
2018-01-10 20:00:00,69165.3061224,66123,71.92
2018-01-10 21:00:00,65413.3163265,62803,67.43
2018-01-10 22:00:00,62331.4795918,60054,60.49
2018-01-10 23:00:00,57733.0714286,55882,54.45
2018-01-11 00:00:00,54221.1020408,52425,47.84
2018-01-11 01:00:00,52098.122449,50637,46.58
2018-01-11 02:00:00,51097.4183673,49694,45.74
2018-01-11 03:00:00,51792.8469388,50288,43.81
2018-01-11 04:00:00,53082.7959184,51574,46.24
2018-01-11 05:00:00,56257.5510204,54347,46.46
2018-01-11 06:00:00,64438.6122449,61874,51.29
2018-01-11 07:00:00,71198.0408163,67618,60.53
2018-01-11 08:00:00,73582.1938776,69429,60.02
2018-01-11 09:00:00,73695.2857143,69510,62.92
2018-01-11 10:00:00,74183.9897959,70086,61.58
2018-01-11 11:00:00,74860.7142857,70651,60.6
2018-01-11 12:00:00,74243.8673469,70184,51.89
2018-01-11 13:00:00,73849.2040816,69674,50.8
2018-01-11 14:00:00,72982.3265306,68940,45.46
2018-01-11 15:00:00,72644.3265306,68922,42.2
2018-01-11 16:00:00,73046.5714286,68892,45
2018-01-11 17:00:00,75630.7244898,70932,51.51
2018-01-11 18:00:00,75287.8469388,70518,48.59
2018-01-11 19:00:00,73511.5510204,69569,49.2
2018-01-11 20:00:00,69518.7244898,65906,44.99
2018-01-11 21:00:00,65967.3979592,62733,44.93
2018-01-11 22:00:00,63034.9693878,59776,46.4
2018-01-11 23:00:00,58572.8163265,55827,43.46
2018-01-12 00:00:00,54906.6122449,52348,47.24
2018-01-12 01:00:00,52847.6428571,50504,45.88
2018-01-12 02:00:00,51850.3265306,49626,44.61
2018-01-12 03:00:00,52350.755102,50044,42.9
2018-01-12 04:00:00,53831.0102041,51074,42.03
2018-01-12 05:00:00,57297.7755102,54166,39.33
2018-01-12 06:00:00,65132.1428571,61558,42.98
2018-01-12 07:00:00,71938.1326531,67401,41.23
2018-01-12 08:00:00,74645.2244898,69294,42.12
2018-01-12 09:00:00,74858.7040816,69657,45.1
2018-01-12 10:00:00,75415.7653061,70865,44.27
2018-01-12 11:00:00,76030.6326531,71279,44.18
2018-01-12 12:00:00,75350.9387755,70976,42.05
2018-01-12 13:00:00,74316.5714286,70088,38.61
2018-01-12 14:00:00,73078.2857143,68405,37.76
2018-01-12 15:00:00,72264.9795918,67837,33.03
2018-01-12 16:00:00,72777.6020408,68119,35.84
2018-01-12 17:00:00,75111.6122449,70021,44.24
2018-01-12 18:00:00,74222.4591837,69532,46.29
2018-01-12 19:00:00,71819.5102041,67497,40.05
2018-01-12 20:00:00,67745.0408163,63966,38.15
2018-01-12 21:00:00,64382.5918367,61014,30.26
2018-01-12 22:00:00,62006.5408163,58811,40.2
2018-01-12 23:00:00,57959.8163265,55206,30.89
2018-01-13 00:00:00,54543.2959184,51672,23.35
2018-01-13 01:00:00,52167.4897959,49576,12.4
2018-01-13 02:00:00,50582.0714286,48190,19.01
2018-01-13 03:00:00,50325.1530612,47785,23.51
2018-01-13 04:00:00,50208.0612245,47286,23.25
2018-01-13 05:00:00,50164.0102041,47188,20.01
2018-01-13 06:00:00,51555.5306122,48241,20.8
2018-01-13 07:00:00,55265.0816327,52226,22.14
2018-01-13 08:00:00,59555.4387755,56242,23.68
2018-01-13 09:00:00,63035.255102,59885,25.05
2018-01-13 10:00:00,64963.7755102,62358,26.3
2018-01-13 11:00:00,65770.6836735,63298,30.81
2018-01-13 12:00:00,65109.4693878,63132,27.06
2018-01-13 13:00:00,63386.7755102,61270,8.5
2018-01-13 14:00:00,62172.0204082,59510,-0.08
2018-01-13 15:00:00,61704.7346939,58970,-0.01
2018-01-13 16:00:00,63032.6122449,59879,-0.27
2018-01-13 17:00:00,65919.2142857,63098,21.55
2018-01-13 18:00:00,66229.1734694,63671,24.04
2018-01-13 19:00:00,64271.3979592,61287,15.91
2018-01-13 20:00:00,60505.8571429,56911,-0.02
2018-01-13 21:00:00,57912,54082,-0.33
2018-01-13 22:00:00,57006.4693878,53900,3.04
2018-01-13 23:00:00,53751.4183673,50445,-7.28
2018-01-14 00:00:00,50527.755102,47385,-3.14
2018-01-14 01:00:00,48290.4387755,45901,-12
2018-01-14 02:00:00,46861.2857143,44478,-15.04
2018-01-14 03:00:00,46453.2040816,44154,-11.09
2018-01-14 04:00:00,46445.5306122,44149,-4.94
2018-01-14 05:00:00,46212.744898,43666,1.59
2018-01-14 06:00:00,46041.3469388,43003,35.9
2018-01-14 07:00:00,48104.5408163,44608,51.22
2018-01-14 08:00:00,51245.7142857,47811,51.66
2018-01-14 09:00:00,54774.1122449,51739,46.09
2018-01-14 10:00:00,57350.5204082,53743,50.26
2018-01-14 11:00:00,59777.1632653,56819,44.49
2018-01-14 12:00:00,59408.4795918,56918,29.81
2018-01-14 13:00:00,57188.6836735,54678,29.44
2018-01-14 14:00:00,55989.2244898,53560,29.94
2018-01-14 15:00:00,55422.0816327,53612,32.09
2018-01-14 16:00:00,57232.2346939,55071,34.8
2018-01-14 17:00:00,62635.4897959,60005,37.99
2018-01-14 18:00:00,64414.4591837,61711,37.22
2018-01-14 19:00:00,62849.255102,60391,34.72
2018-01-14 20:00:00,60237.5306122,58488,32.65
2018-01-14 21:00:00,58766.3877551,56119,30.42
2018-01-14 22:00:00,58848.5612245,56343,32.51
2018-01-14 23:00:00,55908.2346939,53380,29.53
2018-01-15 00:00:00,53126.3367347,50635,23.15
2018-01-15 01:00:00,51570.0408163,48686,24.02
2018-01-15 02:00:00,51080.744898,48311,23.1
2018-01-15 03:00:00,51308.6020408,48445,20.29
2018-01-15 04:00:00,52924.4285714,49885,22.81
2018-01-15 05:00:00,57469.0510204,54813,25.17
2018-01-15 06:00:00,66905.2142857,64105,40.7
2018-01-15 07:00:00,73577.1836735,71006,49.91
2018-01-15 08:00:00,76220.7755102,73399,52.73
2018-01-15 09:00:00,76374.5204082,73780,43.7
2018-01-15 10:00:00,77225,74376,32.32
2018-01-15 11:00:00,78065.1020408,75289,30.3
2018-01-15 12:00:00,77759.8877551,75744,29.43
2018-01-15 13:00:00,77333.9081633,75008,29.29
2018-01-15 14:00:00,76496.7857143,74465,29.42
2018-01-15 15:00:00,76298.1938776,74560,28.08
2018-01-15 16:00:00,76698.2142857,74392,24.1
2018-01-15 17:00:00,79426.6122449,77758,30.01
2018-01-15 18:00:00,78761.6428571,77235,28.04
2018-01-15 19:00:00,76582.9081633,75227,18.08
2018-01-15 20:00:00,72584.9183673,71007,13.59
2018-01-15 21:00:00,69073.6122449,67662,10.69
2018-01-15 22:00:00,65910.3877551,65402,10.01
2018-01-15 23:00:00,61302.377551,61188,-1.16
2018-01-16 00:00:00,57931.2040816,57749,-9.61
2018-01-16 01:00:00,55751.8061224,54891,-6.62
2018-01-16 02:00:00,54758.9795918,54186,-2.33
2018-01-16 03:00:00,54656.0204082,54301,-4.92
2018-01-16 04:00:00,55818.4489796,55130,-0.08
2018-01-16 05:00:00,58898.4591837,57668,10.59
2018-01-16 06:00:00,66861.1122449,65547,27.72
2018-01-16 07:00:00,73951.2959184,72287,38.92
2018-01-16 08:00:00,76316.2755102,74368,42.13
2018-01-16 09:00:00,76238.6530612,74502,39.27
2018-01-16 10:00:00,76885.4285714,75847,40.68
2018-01-16 11:00:00,77631.0714286,76282,37.99
2018-01-16 12:00:00,77004.4897959,76280,37.56
2018-01-16 13:00:00,76546.3163265,75745,36.92
2018-01-16 14:00:00,75412.377551,74400,36.06
2018-01-16 15:00:00,75310.3163265,74130,34.61
2018-01-16 16:00:00,75125.8469388,73559,36.94
2018-01-16 17:00:00,77923.1530612,76325,43.21
2018-01-16 18:00:00,78104.5408163,76302,45.43
2018-01-16 19:00:00,76279.2040816,74657,43.45
2018-01-16 20:00:00,72236,70360,39.9
2018-01-16 21:00:00,68634.5612245,66406,30.72
2018-01-16 22:00:00,65274.2346939,63520,30.1
2018-01-16 23:00:00,60374.5,58524,24.62
2018-01-17 00:00:00,56955.6428571,55933,22.08
2018-01-17 01:00:00,54844.0204082,53660,14.82
2018-01-17 02:00:00,54002.8163265,52729,13.49
2018-01-17 03:00:00,54035.7040816,53022,12.35
2018-01-17 04:00:00,55344.5816327,54539,10.77
2018-01-17 05:00:00,59003.5918367,57928,21.09
2018-01-17 06:00:00,66840.2346939,65495,31.94
2018-01-17 07:00:00,73519.9183673,72066,40
2018-01-17 08:00:00,76165.0408163,74901,44.95
2018-01-17 09:00:00,76591.5714286,75447,42.49
2018-01-17 10:00:00,77329.1020408,76677,39.88
2018-01-17 11:00:00,78094.7857143,77654,38.99
2018-01-17 12:00:00,77679.122449,77269,34.75
2018-01-17 13:00:00,77611.4387755,76279,32.54
2018-01-17 14:00:00,76854.9591837,75865,32.31
2018-01-17 15:00:00,76445,75366,33.11
2018-01-17 16:00:00,76104.7653061,74662,38.04
2018-01-17 17:00:00,79025.4081633,77382,38.9
2018-01-17 18:00:00,79000.4897959,77066,38.44
2018-01-17 19:00:00,76838.8265306,75599,34.26
2018-01-17 20:00:00,72499.1020408,71014,31.2
2018-01-17 21:00:00,68664.9183673,66954,22.36
2018-01-17 22:00:00,66020.1632653,64603,19.24
2018-01-17 23:00:00,61777.1836735,60250,8.91
2018-01-18 00:00:00,58538.3469388,57315,12.66
2018-01-18 01:00:00,56159.3979592,54768,9.29
2018-01-18 02:00:00,55089.0204082,53746,9.73
2018-01-18 03:00:00,54824.9081633,53249,9.33
2018-01-18 04:00:00,55862.5918367,54466,9.73
2018-01-18 05:00:00,59475.0816327,57777,14.96
2018-01-18 06:00:00,67392.9387755,65692,30.45
2018-01-18 07:00:00,74545.7959184,72828,42.93
2018-01-18 08:00:00,77315.8265306,75900,42.15
2018-01-18 09:00:00,77411.8163265,76706,42
2018-01-18 10:00:00,78076.3367347,77791,40.91
2018-01-18 11:00:00,78583.7959184,78207,39.34
2018-01-18 12:00:00,77726.3673469,78327,37.27
2018-01-18 13:00:00,76755.3367347,76688,31.55
2018-01-18 14:00:00,75392.6122449,75482,31.51
2018-01-18 15:00:00,73990.9081633,74381,31.54
2018-01-18 16:00:00,73210.4795918,73529,32.57
2018-01-18 17:00:00,76422.2142857,76399,39.97
2018-01-18 18:00:00,76572.2142857,75869,42.04
2018-01-18 19:00:00,75054.4081633,73474,41.49
2018-01-18 20:00:00,70914.1632653,69787,38.93
2018-01-18 21:00:00,67048.6326531,66012,34.3
2018-01-18 22:00:00,63832.7857143,63290,32.57
2018-01-18 23:00:00,58819.4285714,58769,30.45
2018-01-19 00:00:00,55244.6938776,55410,30
2018-01-19 01:00:00,52984.5102041,52847,29.97
2018-01-19 02:00:00,52039.255102,52510,29.49
2018-01-19 03:00:00,52388.7346939,52267,29.56
2018-01-19 04:00:00,53841.5306122,53420,30.02
2018-01-19 05:00:00,57312.5,56653,31.76
2018-01-19 06:00:00,65188.0408163,63898,40.02
2018-01-19 07:00:00,71784.8877551,69592,48.96
2018-01-19 08:00:00,74135.4795918,71441,51.94
2018-01-19 09:00:00,74084.6632653,71389,50.36
2018-01-19 10:00:00,74476.9489796,72246,49.58
2018-01-19 11:00:00,74685.0408163,72635,46.88
2018-01-19 12:00:00,74204.755102,72352,42.99
2018-01-19 13:00:00,72923.7346939,71465,41.67
2018-01-19 14:00:00,71801.4693878,69303,39.49
2018-01-19 15:00:00,71134.2142857,68346,41.78
2018-01-19 16:00:00,71337.8163265,67999,44.3
2018-01-19 17:00:00,74361.5714286,70677,49.57
2018-01-19 18:00:00,74224.6734694,70611,49.74
2018-01-19 19:00:00,72234.1938776,68995,44.79
2018-01-19 20:00:00,68314,65570,39.79
2018-01-19 21:00:00,64714.122449,62492,37.84
2018-01-19 22:00:00,62267.6836735,60072,37.54
2018-01-19 23:00:00,58871.5204082,57204,33.41
2018-01-20 00:00:00,55669.4693878,53890,29.71
2018-01-20 01:00:00,52994.3469388,51155,27.84
2018-01-20 02:00:00,51355.7857143,49580,28.37
2018-01-20 03:00:00,51092.1428571,49180,23.92
2018-01-20 04:00:00,50915.0918367,49613,23.37
2018-01-20 05:00:00,50804.9387755,49241,26.01
2018-01-20 06:00:00,51614.2959184,50189,29.62
2018-01-20 07:00:00,55073.2142857,53582,30.85
2018-01-20 08:00:00,58984.9897959,57568,33.07
2018-01-20 09:00:00,62396.1428571,61305,38
2018-01-20 10:00:00,64126.3061224,63091,41.66
2018-01-20 11:00:00,64825.4081633,63481,41.68
2018-01-20 12:00:00,64200.2244898,62762,41.93
2018-01-20 13:00:00,62372.6428571,60815,41.45
2018-01-20 14:00:00,60977.7857143,59158,39
2018-01-20 15:00:00,60442.2142857,58034,40.01
2018-01-20 16:00:00,61012.3163265,58775,41.8
2018-01-20 17:00:00,64121.1632653,61737,44.68
2018-01-20 18:00:00,64507.0918367,62214,49.38
2018-01-20 19:00:00,62463.4081633,60269,43.98
2018-01-20 20:00:00,58861.8367347,57125,39.16
2018-01-20 21:00:00,56369.122449,54575,36.37
2018-01-20 22:00:00,55359.4897959,53754,36.33
2018-01-20 23:00:00,52381.8673469,51273,32.67
2018-01-21 00:00:00,49100.2959184,47892,31.88
2018-01-21 01:00:00,46997.5408163,45703,30.41
2018-01-21 02:00:00,45797.0918367,44073,29.24
2018-01-21 03:00:00,45385.5510204,43951,27.71
2018-01-21 04:00:00,45537.5408163,43901,25.56
2018-01-21 05:00:00,45111.6632653,43377,27.68
2018-01-21 06:00:00,44873.9591837,42935,28.47
2018-01-21 07:00:00,46734.2346939,44646,30.31
2018-01-21 08:00:00,49950.5612245,48254,32.49
2018-01-21 09:00:00,53704.4795918,52336,35.3
2018-01-21 10:00:00,56309.4897959,54967,38.88
2018-01-21 11:00:00,58754.377551,57436,40.93
2018-01-21 12:00:00,58372.4183673,57327,40.93
2018-01-21 13:00:00,56425.7959184,55324,37.77
2018-01-21 14:00:00,55186.8877551,53865,33.84
2018-01-21 15:00:00,54748.4285714,53278,34.62
2018-01-21 16:00:00,55790.6326531,54160,38.04
2018-01-21 17:00:00,60206.5816327,57771,42.93
2018-01-21 18:00:00,62000.8367347,59345,48.08
2018-01-21 19:00:00,60498.377551,58198,42.92
2018-01-21 20:00:00,58253.2755102,56091,37.46
2018-01-21 21:00:00,56678.3673469,54359,32.53
2018-01-21 22:00:00,56773.2142857,54579,32.5
2018-01-21 23:00:00,53856.7040816,52176,30.2
2018-01-22 00:00:00,51316.5408163,49656,27.06
2018-01-22 01:00:00,49837.4285714,48260,20
2018-01-22 02:00:00,49325.6020408,47923,16.22
2018-01-22 03:00:00,49970.6734694,48535,12.88
2018-01-22 04:00:00,51773.7040816,50374,15.52
2018-01-22 05:00:00,56090.8367347,54318,25.01
2018-01-22 06:00:00,64879.8163265,62770,33.08
2018-01-22 07:00:00,72203.6428571,68954,42.95
2018-01-22 08:00:00,74893.622449,71579,45.06
2018-01-22 09:00:00,75540.5816327,72451,45.9
2018-01-22 10:00:00,76567.6020408,73691,44.98
2018-01-22 11:00:00,77263.9081633,74210,48.39
2018-01-22 12:00:00,76851.2244898,74019,47
2018-01-22 13:00:00,76174.0510204,73565,47.39
2018-01-22 14:00:00,75163.8163265,72659,46.34
2018-01-22 15:00:00,74586.1530612,71372,43.94
